subjID,trial_type,object1,object2,response,correct_object,correct,exp,response_object,object1_info,object2_info,trial_subset1,trial_subset2,response_info
10,5,Xv1,XF1,2,Xv1,FALSE,0,XF1,buffer,buffer-foil,5,0,buffer-foil
10,5,XF2,Xv2,1,Xv2,FALSE,0,XF2,buffer-foil,buffer,5,0,buffer-foil
10,5,XF3,Xv3,2,Xv3,TRUE,0,Xv3,buffer-foil,buffer,5,0,buffer
10,5,XF4,Xv4,2,Xv4,TRUE,0,Xv4,buffer-foil,buffer,5,0,buffer
10,5,XF5,Xv5,2,Xv5,TRUE,0,Xv5,buffer-foil,buffer,5,0,buffer
10,3,A21,B13,2,NA,FALSE,0,B13,related,baseline,3.3,0,baseline
10,1,A29,A22,2,NA,FALSE,0,A22,A-end,A-start,1.2,0,A-start
10,6,B211,BF26,1,B211,TRUE,0,B211,long,long-foil,6.2,0,long
10,6,BF15,B17,2,B17,TRUE,0,B17,long-foil,long,6.2,0,long
10,2,C22,B22,2,NA,FALSE,0,B22,short-list,long-list,2.3,0,long-list
10,4,DF7,Dv7,2,Dv7,TRUE,0,Dv7,single-foil,single,4,4.4,single
10,2,C11,CF11,1,C11,TRUE,0,C11,short,short-foil,2.2,2.7,short
10,2,CF23,BF21,2,NA,FALSE,0,BF21,short-foil,long-foil,2.4,0,long-foil
10,2,BF14,CF14,2,NA,FALSE,0,CF14,long-foil,short-foil,2.4,0,short-foil
10,4,Dv1,DF1,1,Dv1,TRUE,0,Dv1,single,single-foil,4,4.1,single
10,6,B18,Dv8,2,NA,FALSE,0,Dv8,long,single,6.1,0,single
10,2,B11,BF11,2,B11,FALSE,0,BF11,long,long-foil,2.1,2.5,long-foil
10,6,Dv4,B14,2,NA,FALSE,0,B14,single,long,6.1,0,long
10,1,A12,A15,2,NA,FALSE,0,A15,related,prac,1.1,1.3,prac
10,6,BF16,B110,2,B110,TRUE,0,B110,long-foil,long,6.2,0,long
10,4,DF9,Dv9,1,Dv9,FALSE,0,DF9,single-foil,single,4,4.5,single-foil
10,2,BF13,CF13,1,NA,FALSE,0,BF13,long-foil,short-foil,2.4,0,long-foil
10,3,B27,A27,2,NA,FALSE,0,A27,baseline,prac,3.1,0,prac
10,6,B28,BF23,1,B28,TRUE,0,B28,long,long-foil,6.2,0,long
10,1,A13,A18,2,NA,FALSE,0,A18,A-start,A-end,1.2,0,A-end
10,3,B21,A11,1,NA,FALSE,0,B21,baseline,related,3.3,0,baseline
10,4,Dv3,DF3,2,Dv3,FALSE,0,DF3,single,single-foil,4,4.2,single-foil
10,6,BF17,B15,2,B15,TRUE,0,B15,long-foil,long,6.2,0,long
10,2,BF22,CF24,2,NA,FALSE,0,CF24,long-foil,short-foil,2.4,0,short-foil
10,6,BF18,B19,1,B19,FALSE,0,BF18,long-foil,long,6.2,0,long-foil
10,6,B16,Dv6,1,NA,FALSE,0,B16,long,single,6.1,0,long
10,1,A28,A23,2,NA,FALSE,0,A23,A-end,A-start,1.2,0,A-start
10,3,B26,A17,1,NA,FALSE,0,B26,baseline,prac,3.1,0,baseline
10,3,A210,B112,1,NA,FALSE,0,A210,related,baseline,3.2,0,related
10,2,B113,C13,1,NA,FALSE,0,B113,long-list,short-list,2.3,0,long-list
10,2,C23,B213,2,NA,FALSE,0,B213,short-list,long-list,2.3,0,long-list
10,2,C14,CF12,1,C14,TRUE,0,C14,short,short-foil,2.2,2.8,short
10,2,C12,B12,1,NA,FALSE,0,C12,short-list,long-list,2.3,0,short-list
10,2,CF22,C24,2,C24,TRUE,0,C24,short-foil,short,2.2,2.8,short
10,2,B114,BF12,2,B114,FALSE,0,BF12,long,long-foil,2.1,2.6,long-foil
10,3,A24,B24,1,NA,FALSE,0,A24,prac,baseline,3.1,0,prac
10,6,B212,BF27,2,B212,FALSE,0,BF27,long,long-foil,6.2,0,long-foil
10,4,Dv5,DF5,2,Dv5,FALSE,0,DF5,single,single-foil,4,4.3,single-foil
10,2,CF21,C21,2,C21,TRUE,0,C21,short-foil,short,2.2,2.7,short
10,4,Dv10,DF10,2,Dv10,FALSE,0,DF10,single,single-foil,4,4.6,single-foil
10,6,BF25,B29,2,B29,TRUE,0,B29,long-foil,long,6.2,0,long
10,3,B214,A110,2,NA,FALSE,0,A110,baseline,related,3.2,0,related
10,1,A16,A19,2,NA,FALSE,0,A19,prac,related,1.1,1.4,related
10,3,A25,B25,2,NA,FALSE,0,B25,prac,baseline,3.1,0,baseline
10,6,Dv2,B23,1,NA,FALSE,0,Dv2,single,long,6.1,0,single
10,6,B111,BF19,2,B111,FALSE,0,BF19,long,long-foil,6.2,0,long-foil
10,6,B210,BF24,1,B210,TRUE,0,B210,long,long-foil,6.2,0,long
100,5,Xv1,XF1,1,Xv1,TRUE,0,Xv1,buffer,buffer-foil,5,0,buffer
100,5,Xv2,XF2,1,Xv2,TRUE,0,Xv2,buffer,buffer-foil,5,0,buffer
100,5,XF3,Xv3,2,Xv3,TRUE,0,Xv3,buffer-foil,buffer,5,0,buffer
100,5,XF4,Xv4,2,Xv4,TRUE,0,Xv4,buffer-foil,buffer,5,0,buffer
100,5,XF5,Xv5,2,Xv5,TRUE,0,Xv5,buffer-foil,buffer,5,0,buffer
100,6,B19,BF18,1,B19,TRUE,0,B19,long,long-foil,6.2,0,long
100,2,BF22,CF24,2,NA,FALSE,0,CF24,long-foil,short-foil,2.4,0,short-foil
100,1,A29,A22,2,NA,FALSE,0,A22,A-end,A-start,1.2,0,A-start
100,6,BF24,B210,2,B210,TRUE,0,B210,long-foil,long,6.2,0,long
100,3,B112,A210,1,NA,FALSE,0,B112,baseline,related,3.2,0,baseline
100,3,A11,B21,1,NA,FALSE,0,A11,related,baseline,3.3,0,related
100,6,B111,BF19,1,B111,TRUE,0,B111,long,long-foil,6.2,0,long
100,2,B12,C12,2,NA,FALSE,0,C12,long-list,short-list,2.3,0,short-list
100,6,Dv4,B14,1,NA,FALSE,0,Dv4,single,long,6.1,0,single
100,2,B113,C13,1,NA,FALSE,0,B113,long-list,short-list,2.3,0,long-list
100,4,Dv1,DF1,1,Dv1,TRUE,0,Dv1,single,single-foil,4,4.1,single
100,3,B27,A27,1,NA,FALSE,0,B27,baseline,prac,3.1,0,baseline
100,6,BF25,B29,2,B29,TRUE,0,B29,long-foil,long,6.2,0,long
100,4,Dv5,DF5,1,Dv5,TRUE,0,Dv5,single,single-foil,4,4.3,single
100,6,BF15,B17,2,B17,TRUE,0,B17,long-foil,long,6.2,0,long
100,4,DF7,Dv7,2,Dv7,TRUE,0,Dv7,single-foil,single,4,4.4,single
100,2,BF21,CF23,1,NA,FALSE,0,BF21,long-foil,short-foil,2.4,0,long-foil
100,2,B22,C22,1,NA,FALSE,0,B22,long-list,short-list,2.3,0,long-list
100,6,BF26,B211,2,B211,TRUE,0,B211,long-foil,long,6.2,0,long
100,4,Dv9,DF9,1,Dv9,TRUE,0,Dv9,single,single-foil,4,4.5,single
100,3,A24,B24,2,NA,FALSE,0,B24,prac,baseline,3.1,0,baseline
100,1,A23,A28,2,NA,FALSE,0,A28,A-start,A-end,1.2,0,A-end
100,2,B213,C23,2,NA,FALSE,0,C23,long-list,short-list,2.3,0,short-list
100,3,B13,A21,2,NA,FALSE,0,A21,baseline,related,3.3,0,related
100,6,Dv6,B16,2,NA,FALSE,0,B16,single,long,6.1,0,long
100,2,B114,BF12,1,B114,TRUE,0,B114,long,long-foil,2.1,2.6,long
100,4,Dv3,DF3,1,Dv3,TRUE,0,Dv3,single,single-foil,4,4.2,single
100,6,Dv8,B18,1,NA,FALSE,0,Dv8,single,long,6.1,0,single
100,6,B110,BF16,1,B110,TRUE,0,B110,long,long-foil,6.2,0,long
100,1,A13,A18,2,NA,FALSE,0,A18,A-start,A-end,1.2,0,A-end
100,6,BF17,B15,2,B15,TRUE,0,B15,long-foil,long,6.2,0,long
100,2,BF11,B11,2,B11,TRUE,0,B11,long-foil,long,2.1,2.5,long
100,2,CF22,C24,2,C24,TRUE,0,C24,short-foil,short,2.2,2.8,short
100,2,C11,CF11,1,C11,TRUE,0,C11,short,short-foil,2.2,2.7,short
100,6,BF27,B212,2,B212,TRUE,0,B212,long-foil,long,6.2,0,long
100,2,CF14,BF14,1,NA,FALSE,0,CF14,short-foil,long-foil,2.4,0,short-foil
100,3,A110,B214,2,NA,FALSE,0,B214,related,baseline,3.2,0,baseline
100,2,CF21,C21,1,C21,FALSE,0,CF21,short-foil,short,2.2,2.7,short-foil
100,2,CF12,C14,2,C14,TRUE,0,C14,short-foil,short,2.2,2.8,short
100,6,B23,Dv2,2,NA,FALSE,0,Dv2,long,single,6.1,0,single
100,2,CF13,BF13,1,NA,FALSE,0,CF13,short-foil,long-foil,2.4,0,short-foil
100,1,A12,A15,2,NA,FALSE,0,A15,related,prac,1.1,1.3,prac
100,3,A17,B26,2,NA,FALSE,0,B26,prac,baseline,3.1,0,baseline
100,1,A16,A19,2,NA,FALSE,0,A19,prac,related,1.1,1.4,related
100,3,B25,A25,2,NA,FALSE,0,A25,baseline,prac,3.1,0,prac
100,6,BF23,B28,2,B28,TRUE,0,B28,long-foil,long,6.2,0,long
100,4,Dv10,DF10,2,Dv10,FALSE,0,DF10,single,single-foil,4,4.6,single-foil
101,5,Xv1,XF1,2,Xv1,FALSE,0,XF1,buffer,buffer-foil,5,0,buffer-foil
101,5,Xv2,XF2,1,Xv2,TRUE,0,Xv2,buffer,buffer-foil,5,0,buffer
101,5,Xv3,XF3,1,Xv3,TRUE,0,Xv3,buffer,buffer-foil,5,0,buffer
101,5,Xv4,XF4,1,Xv4,TRUE,0,Xv4,buffer,buffer-foil,5,0,buffer
101,5,Xv5,XF5,1,Xv5,TRUE,0,Xv5,buffer,buffer-foil,5,0,buffer
101,6,B16,Dv6,2,NA,FALSE,0,Dv6,long,single,6.1,0,single
101,2,C22,B22,2,NA,FALSE,0,B22,short-list,long-list,2.3,0,long-list
101,1,A23,A28,1,NA,FALSE,0,A23,A-start,A-end,1.2,0,A-start
101,2,BF22,CF24,2,NA,FALSE,0,CF24,long-foil,short-foil,2.4,0,short-foil
101,2,B213,C23,2,NA,FALSE,0,C23,long-list,short-list,2.3,0,short-list
101,6,B18,Dv8,2,NA,FALSE,0,Dv8,long,single,6.1,0,single
101,2,C11,CF11,1,C11,TRUE,0,C11,short,short-foil,2.2,2.7,short
101,4,Dv10,DF10,1,Dv10,TRUE,0,Dv10,single,single-foil,4,4.6,single
101,3,A210,B112,1,NA,FALSE,0,A210,related,baseline,3.2,0,related
101,4,Dv5,DF5,1,Dv5,TRUE,0,Dv5,single,single-foil,4,4.3,single
101,6,B17,BF15,1,B17,TRUE,0,B17,long,long-foil,6.2,0,long
101,6,B28,BF23,1,B28,TRUE,0,B28,long,long-foil,6.2,0,long
101,2,CF13,BF13,1,NA,FALSE,0,CF13,short-foil,long-foil,2.4,0,short-foil
101,2,CF12,C14,2,C14,TRUE,0,C14,short-foil,short,2.2,2.8,short
101,1,A12,A15,2,NA,FALSE,0,A15,related,prac,1.1,1.3,prac
101,2,B11,BF11,1,B11,TRUE,0,B11,long,long-foil,2.1,2.5,long
101,4,DF7,Dv7,2,Dv7,TRUE,0,Dv7,single-foil,single,4,4.4,single
101,2,B113,C13,2,NA,FALSE,0,C13,long-list,short-list,2.3,0,short-list
101,4,Dv3,DF3,1,Dv3,TRUE,0,Dv3,single,single-foil,4,4.2,single
101,3,A11,B21,1,NA,FALSE,0,A11,related,baseline,3.3,0,related
101,6,B23,Dv2,2,NA,FALSE,0,Dv2,long,single,6.1,0,single
101,2,C12,B12,1,NA,FALSE,0,C12,short-list,long-list,2.3,0,short-list
101,6,BF25,B29,1,B29,FALSE,0,BF25,long-foil,long,6.2,0,long-foil
101,4,DF9,Dv9,2,Dv9,TRUE,0,Dv9,single-foil,single,4,4.5,single
101,6,BF16,B110,2,B110,TRUE,0,B110,long-foil,long,6.2,0,long
101,3,A110,B214,2,NA,FALSE,0,B214,related,baseline,3.2,0,baseline
101,3,B13,A21,2,NA,FALSE,0,A21,baseline,related,3.3,0,related
101,6,BF18,B19,2,B19,TRUE,0,B19,long-foil,long,6.2,0,long
101,3,A17,B26,2,NA,FALSE,0,B26,prac,baseline,3.1,0,baseline
101,6,BF26,B211,2,B211,TRUE,0,B211,long-foil,long,6.2,0,long
101,4,DF1,Dv1,2,Dv1,TRUE,0,Dv1,single-foil,single,4,4.1,single
101,3,A24,B24,1,NA,FALSE,0,A24,prac,baseline,3.1,0,prac
101,6,B15,BF17,1,B15,TRUE,0,B15,long,long-foil,6.2,0,long
101,2,CF21,C21,2,C21,TRUE,0,C21,short-foil,short,2.2,2.7,short
101,1,A22,A29,2,NA,FALSE,0,A29,A-start,A-end,1.2,0,A-end
101,2,BF14,CF14,1,NA,FALSE,0,BF14,long-foil,short-foil,2.4,0,long-foil
101,3,A27,B27,2,NA,FALSE,0,B27,prac,baseline,3.1,0,baseline
101,6,B210,BF24,1,B210,TRUE,0,B210,long,long-foil,6.2,0,long
101,6,B212,BF27,1,B212,TRUE,0,B212,long,long-foil,6.2,0,long
101,6,B14,Dv4,1,NA,FALSE,0,B14,long,single,6.1,0,long
101,1,A18,A13,1,NA,FALSE,0,A18,A-end,A-start,1.2,0,A-end
101,2,B114,BF12,1,B114,TRUE,0,B114,long,long-foil,2.1,2.6,long
101,3,A25,B25,1,NA,FALSE,0,A25,prac,baseline,3.1,0,prac
101,2,C24,CF22,1,C24,TRUE,0,C24,short,short-foil,2.2,2.8,short
101,2,CF23,BF21,2,NA,FALSE,0,BF21,short-foil,long-foil,2.4,0,long-foil
101,1,A19,A16,1,NA,FALSE,0,A19,related,prac,1.1,1.4,related
101,6,BF19,B111,2,B111,TRUE,0,B111,long-foil,long,6.2,0,long
103,5,Xv1,XF1,1,Xv1,TRUE,0,Xv1,buffer,buffer-foil,5,0,buffer
103,5,Xv2,XF2,2,Xv2,FALSE,0,XF2,buffer,buffer-foil,5,0,buffer-foil
103,5,Xv3,XF3,1,Xv3,TRUE,0,Xv3,buffer,buffer-foil,5,0,buffer
103,5,Xv4,XF4,1,Xv4,TRUE,0,Xv4,buffer,buffer-foil,5,0,buffer
103,5,Xv5,XF5,1,Xv5,TRUE,0,Xv5,buffer,buffer-foil,5,0,buffer
103,6,BF15,B17,2,B17,TRUE,0,B17,long-foil,long,6.2,0,long
103,1,A19,A16,1,NA,FALSE,0,A19,related,prac,1.1,1.4,related
103,3,A17,B26,1,NA,FALSE,0,A17,prac,baseline,3.1,0,prac
103,2,C22,B22,1,NA,FALSE,0,C22,short-list,long-list,2.3,0,short-list
103,2,CF21,C21,2,C21,TRUE,0,C21,short-foil,short,2.2,2.7,short
103,3,B24,A24,2,NA,FALSE,0,A24,baseline,prac,3.1,0,prac
103,2,CF12,C14,2,C14,TRUE,0,C14,short-foil,short,2.2,2.8,short
103,6,B110,BF16,1,B110,TRUE,0,B110,long,long-foil,6.2,0,long
103,2,CF23,BF21,1,NA,FALSE,0,CF23,short-foil,long-foil,2.4,0,short-foil
103,2,BF12,B114,2,B114,TRUE,0,B114,long-foil,long,2.1,2.6,long
103,6,Dv4,B14,1,NA,FALSE,0,Dv4,single,long,6.1,0,single
103,3,B25,A25,1,NA,FALSE,0,B25,baseline,prac,3.1,0,baseline
103,4,DF1,Dv1,1,Dv1,FALSE,0,DF1,single-foil,single,4,4.1,single-foil
103,1,A13,A18,2,NA,FALSE,0,A18,A-start,A-end,1.2,0,A-end
103,6,B210,BF24,2,B210,FALSE,0,BF24,long,long-foil,6.2,0,long-foil
103,2,C23,B213,2,NA,FALSE,0,B213,short-list,long-list,2.3,0,long-list
103,6,B23,Dv2,1,NA,FALSE,0,B23,long,single,6.1,0,long
103,1,A28,A23,2,NA,FALSE,0,A23,A-end,A-start,1.2,0,A-start
103,4,Dv7,DF7,1,Dv7,TRUE,0,Dv7,single,single-foil,4,4.4,single
103,3,B27,A27,2,NA,FALSE,0,A27,baseline,prac,3.1,0,prac
103,2,CF14,BF14,2,NA,FALSE,0,BF14,short-foil,long-foil,2.4,0,long-foil
103,3,B214,A110,2,NA,FALSE,0,A110,baseline,related,3.2,0,related
103,2,B113,C13,1,NA,FALSE,0,B113,long-list,short-list,2.3,0,long-list
103,2,C12,B12,2,NA,FALSE,0,B12,short-list,long-list,2.3,0,long-list
103,4,DF3,Dv3,2,Dv3,TRUE,0,Dv3,single-foil,single,4,4.2,single
103,3,A11,B21,1,NA,FALSE,0,A11,related,baseline,3.3,0,related
103,4,DF5,Dv5,2,Dv5,TRUE,0,Dv5,single-foil,single,4,4.3,single
103,2,BF11,B11,2,B11,TRUE,0,B11,long-foil,long,2.1,2.5,long
103,2,CF22,C24,2,C24,TRUE,0,C24,short-foil,short,2.2,2.8,short
103,6,BF19,B111,1,B111,FALSE,0,BF19,long-foil,long,6.2,0,long-foil
103,1,A22,A29,2,NA,FALSE,0,A29,A-start,A-end,1.2,0,A-end
103,6,B15,BF17,1,B15,TRUE,0,B15,long,long-foil,6.2,0,long
103,2,CF13,BF13,2,NA,FALSE,0,BF13,short-foil,long-foil,2.4,0,long-foil
103,4,DF10,Dv10,2,Dv10,TRUE,0,Dv10,single-foil,single,4,4.6,single
103,6,B19,BF18,1,B19,TRUE,0,B19,long,long-foil,6.2,0,long
103,6,BF26,B211,1,B211,FALSE,0,BF26,long-foil,long,6.2,0,long-foil
103,4,Dv9,DF9,2,Dv9,FALSE,0,DF9,single,single-foil,4,4.5,single-foil
103,1,A12,A15,2,NA,FALSE,0,A15,related,prac,1.1,1.3,prac
103,6,BF27,B212,2,B212,TRUE,0,B212,long-foil,long,6.2,0,long
103,2,BF22,CF24,2,NA,FALSE,0,CF24,long-foil,short-foil,2.4,0,short-foil
103,3,A210,B112,2,NA,FALSE,0,B112,related,baseline,3.2,0,baseline
103,6,BF25,B29,1,B29,FALSE,0,BF25,long-foil,long,6.2,0,long-foil
103,6,B16,Dv6,1,NA,FALSE,0,B16,long,single,6.1,0,long
103,6,BF23,B28,2,B28,TRUE,0,B28,long-foil,long,6.2,0,long
103,3,B13,A21,2,NA,FALSE,0,A21,baseline,related,3.3,0,related
103,2,CF11,C11,2,C11,TRUE,0,C11,short-foil,short,2.2,2.7,short
103,6,B18,Dv8,2,NA,FALSE,0,Dv8,long,single,6.1,0,single
106,5,XF1,Xv1,2,Xv1,TRUE,0,Xv1,buffer-foil,buffer,5,0,buffer
106,5,XF2,Xv2,2,Xv2,TRUE,0,Xv2,buffer-foil,buffer,5,0,buffer
106,5,XF3,Xv3,2,Xv3,TRUE,0,Xv3,buffer-foil,buffer,5,0,buffer
106,5,XF4,Xv4,2,Xv4,TRUE,0,Xv4,buffer-foil,buffer,5,0,buffer
106,5,Xv5,XF5,1,Xv5,TRUE,0,Xv5,buffer,buffer-foil,5,0,buffer
106,2,C13,B113,2,NA,FALSE,0,B113,short-list,long-list,2.3,0,long-list
106,6,BF15,B17,2,B17,TRUE,0,B17,long-foil,long,6.2,0,long
106,2,BF21,CF23,2,NA,FALSE,0,CF23,long-foil,short-foil,2.4,0,short-foil
106,4,Dv10,DF10,2,Dv10,FALSE,0,DF10,single,single-foil,4,4.6,single-foil
106,2,CF24,BF22,1,NA,FALSE,0,CF24,short-foil,long-foil,2.4,0,short-foil
106,1,A29,A22,2,NA,FALSE,0,A22,A-end,A-start,1.2,0,A-start
106,3,B13,A21,1,NA,FALSE,0,B13,baseline,related,3.3,0,baseline
106,6,Dv2,B23,2,NA,FALSE,0,B23,single,long,6.1,0,long
106,6,BF24,B210,2,B210,TRUE,0,B210,long-foil,long,6.2,0,long
106,6,BF23,B28,1,B28,FALSE,0,BF23,long-foil,long,6.2,0,long-foil
106,1,A28,A23,2,NA,FALSE,0,A23,A-end,A-start,1.2,0,A-start
106,1,A16,A19,1,NA,FALSE,0,A16,prac,related,1.1,1.4,prac
106,2,CF22,C24,2,C24,TRUE,0,C24,short-foil,short,2.2,2.8,short
106,3,B26,A17,2,NA,FALSE,0,A17,baseline,prac,3.1,0,prac
106,3,B214,A110,1,NA,FALSE,0,B214,baseline,related,3.2,0,baseline
106,6,BF27,B212,2,B212,TRUE,0,B212,long-foil,long,6.2,0,long
106,6,BF17,B15,1,B15,FALSE,0,BF17,long-foil,long,6.2,0,long-foil
106,3,A11,B21,1,NA,FALSE,0,A11,related,baseline,3.3,0,related
106,4,Dv9,DF9,2,Dv9,FALSE,0,DF9,single,single-foil,4,4.5,single-foil
106,2,C21,CF21,1,C21,TRUE,0,C21,short,short-foil,2.2,2.7,short
106,2,C14,CF12,2,C14,FALSE,0,CF12,short,short-foil,2.2,2.8,short-foil
106,3,B27,A27,1,NA,FALSE,0,B27,baseline,prac,3.1,0,baseline
106,6,B16,Dv6,1,NA,FALSE,0,B16,long,single,6.1,0,long
106,4,DF1,Dv1,2,Dv1,TRUE,0,Dv1,single-foil,single,4,4.1,single
106,4,DF5,Dv5,1,Dv5,FALSE,0,DF5,single-foil,single,4,4.3,single-foil
106,4,Dv7,DF7,2,Dv7,FALSE,0,DF7,single,single-foil,4,4.4,single-foil
106,6,B29,BF25,2,B29,FALSE,0,BF25,long,long-foil,6.2,0,long-foil
106,2,C12,B12,2,NA,FALSE,0,B12,short-list,long-list,2.3,0,long-list
106,4,Dv3,DF3,1,Dv3,TRUE,0,Dv3,single,single-foil,4,4.2,single
106,2,BF12,B114,1,B114,FALSE,0,BF12,long-foil,long,2.1,2.6,long-foil
106,2,C22,B22,2,NA,FALSE,0,B22,short-list,long-list,2.3,0,long-list
106,3,B25,A25,1,NA,FALSE,0,B25,baseline,prac,3.1,0,baseline
106,6,BF19,B111,2,B111,TRUE,0,B111,long-foil,long,6.2,0,long
106,3,B24,A24,2,NA,FALSE,0,A24,baseline,prac,3.1,0,prac
106,6,B19,BF18,2,B19,FALSE,0,BF18,long,long-foil,6.2,0,long-foil
106,6,BF26,B211,2,B211,TRUE,0,B211,long-foil,long,6.2,0,long
106,1,A15,A12,2,NA,FALSE,0,A12,prac,related,1.1,1.3,related
106,6,Dv8,B18,2,NA,FALSE,0,B18,single,long,6.1,0,long
106,1,A13,A18,2,NA,FALSE,0,A18,A-start,A-end,1.2,0,A-end
106,6,Dv4,B14,1,NA,FALSE,0,Dv4,single,long,6.1,0,single
106,2,B11,BF11,2,B11,FALSE,0,BF11,long,long-foil,2.1,2.5,long-foil
106,2,BF14,CF14,2,NA,FALSE,0,CF14,long-foil,short-foil,2.4,0,short-foil
106,3,A210,B112,1,NA,FALSE,0,A210,related,baseline,3.2,0,related
106,6,B110,BF16,1,B110,TRUE,0,B110,long,long-foil,6.2,0,long
106,2,CF11,C11,2,C11,TRUE,0,C11,short-foil,short,2.2,2.7,short
106,2,B213,C23,1,NA,FALSE,0,B213,long-list,short-list,2.3,0,long-list
106,2,BF13,CF13,1,NA,FALSE,0,BF13,long-foil,short-foil,2.4,0,long-foil
108,5,XF1,Xv1,2,Xv1,TRUE,0,Xv1,buffer-foil,buffer,5,0,buffer
108,5,XF2,Xv2,2,Xv2,TRUE,0,Xv2,buffer-foil,buffer,5,0,buffer
108,5,Xv3,XF3,1,Xv3,TRUE,0,Xv3,buffer,buffer-foil,5,0,buffer
108,5,Xv4,XF4,1,Xv4,TRUE,0,Xv4,buffer,buffer-foil,5,0,buffer
108,5,XF5,Xv5,2,Xv5,TRUE,0,Xv5,buffer-foil,buffer,5,0,buffer
108,3,B21,A11,1,NA,FALSE,0,B21,baseline,related,3.3,0,baseline
108,2,C13,B113,1,NA,FALSE,0,C13,short-list,long-list,2.3,0,short-list
108,2,CF21,C21,2,C21,TRUE,0,C21,short-foil,short,2.2,2.7,short
108,1,A15,A12,2,NA,FALSE,0,A12,prac,related,1.1,1.3,related
108,3,B26,A17,1,NA,FALSE,0,B26,baseline,prac,3.1,0,baseline
108,2,CF24,BF22,1,NA,FALSE,0,CF24,short-foil,long-foil,2.4,0,short-foil
108,3,B27,A27,1,NA,FALSE,0,B27,baseline,prac,3.1,0,baseline
108,6,B23,Dv2,1,NA,FALSE,0,B23,long,single,6.1,0,long
108,1,A29,A22,2,NA,FALSE,0,A22,A-end,A-start,1.2,0,A-start
108,2,B12,C12,2,NA,FALSE,0,C12,long-list,short-list,2.3,0,short-list
108,2,CF11,C11,1,C11,FALSE,0,CF11,short-foil,short,2.2,2.7,short-foil
108,2,B114,BF12,1,B114,TRUE,0,B114,long,long-foil,2.1,2.6,long
108,2,CF23,BF21,2,NA,FALSE,0,BF21,short-foil,long-foil,2.4,0,long-foil
108,2,C22,B22,2,NA,FALSE,0,B22,short-list,long-list,2.3,0,long-list
108,6,BF19,B111,2,B111,TRUE,0,B111,long-foil,long,6.2,0,long
108,6,B28,BF23,1,B28,TRUE,0,B28,long,long-foil,6.2,0,long
108,3,B214,A110,1,NA,FALSE,0,B214,baseline,related,3.2,0,baseline
108,4,Dv3,DF3,1,Dv3,TRUE,0,Dv3,single,single-foil,4,4.2,single
108,6,B110,BF16,1,B110,TRUE,0,B110,long,long-foil,6.2,0,long
108,6,Dv6,B16,1,NA,FALSE,0,Dv6,single,long,6.1,0,single
108,4,Dv10,DF10,1,Dv10,TRUE,0,Dv10,single,single-foil,4,4.6,single
108,2,C23,B213,1,NA,FALSE,0,C23,short-list,long-list,2.3,0,short-list
108,2,B11,BF11,1,B11,TRUE,0,B11,long,long-foil,2.1,2.5,long
108,2,BF14,CF14,2,NA,FALSE,0,CF14,long-foil,short-foil,2.4,0,short-foil
108,2,CF13,BF13,1,NA,FALSE,0,CF13,short-foil,long-foil,2.4,0,short-foil
108,4,DF9,Dv9,2,Dv9,TRUE,0,Dv9,single-foil,single,4,4.5,single
108,6,B29,BF25,2,B29,FALSE,0,BF25,long,long-foil,6.2,0,long-foil
108,1,A13,A18,1,NA,FALSE,0,A13,A-start,A-end,1.2,0,A-start
108,6,B14,Dv4,1,NA,FALSE,0,B14,long,single,6.1,0,long
108,1,A28,A23,1,NA,FALSE,0,A28,A-end,A-start,1.2,0,A-end
108,2,C14,CF12,2,C14,FALSE,0,CF12,short,short-foil,2.2,2.8,short-foil
108,4,DF1,Dv1,2,Dv1,TRUE,0,Dv1,single-foil,single,4,4.1,single
108,6,B211,BF26,1,B211,TRUE,0,B211,long,long-foil,6.2,0,long
108,6,BF15,B17,2,B17,TRUE,0,B17,long-foil,long,6.2,0,long
108,3,B24,A24,2,NA,FALSE,0,A24,baseline,prac,3.1,0,prac
108,2,C24,CF22,1,C24,TRUE,0,C24,short,short-foil,2.2,2.8,short
108,3,B25,A25,2,NA,FALSE,0,A25,baseline,prac,3.1,0,prac
108,6,B212,BF27,1,B212,TRUE,0,B212,long,long-foil,6.2,0,long
108,6,BF17,B15,2,B15,TRUE,0,B15,long-foil,long,6.2,0,long
108,4,DF5,Dv5,2,Dv5,TRUE,0,Dv5,single-foil,single,4,4.3,single
108,3,A210,B112,2,NA,FALSE,0,B112,related,baseline,3.2,0,baseline
108,3,B13,A21,2,NA,FALSE,0,A21,baseline,related,3.3,0,related
108,6,B18,Dv8,1,NA,FALSE,0,B18,long,single,6.1,0,long
108,1,A16,A19,1,NA,FALSE,0,A16,prac,related,1.1,1.4,prac
108,4,Dv7,DF7,1,Dv7,TRUE,0,Dv7,single,single-foil,4,4.4,single
108,6,BF18,B19,2,B19,TRUE,0,B19,long-foil,long,6.2,0,long
108,6,B210,BF24,1,B210,TRUE,0,B210,long,long-foil,6.2,0,long
11,5,Xv1,XF1,1,Xv1,TRUE,0,Xv1,buffer,buffer-foil,5,0,buffer
11,5,Xv2,XF2,1,Xv2,TRUE,0,Xv2,buffer,buffer-foil,5,0,buffer
11,5,Xv3,XF3,1,Xv3,TRUE,0,Xv3,buffer,buffer-foil,5,0,buffer
11,5,XF4,Xv4,2,Xv4,TRUE,0,Xv4,buffer-foil,buffer,5,0,buffer
