subj,condition,trial,stimulus,count,proportion
381,monitor,2.1,long-foil,1,0.5
381,monitor,2.2,short,3,0.75
381,monitor,2.2,short-foil,1,0.25
381,monitor,2.3,long-list,2,0.5
381,monitor,2.3,short-list,2,0.5
381,monitor,2.4,long-foil,1,0.25
381,monitor,2.4,short-foil,3,0.75
381,monitor,3.1,baseline,1,0.25
381,monitor,3.1,prac,3,0.75
381,monitor,3.2,baseline,1,0.5
381,monitor,3.2,related,1,0.5
381,monitor,3.3,baseline,1,0.5
381,monitor,3.3,related,1,0.5
381,monitor,4,single,4,0.666666667
381,monitor,4,single-foil,2,0.333333333
381,monitor,5,buffer,3,0.6
381,monitor,5,buffer-foil,2,0.4
381,monitor,6.1,long,3,0.75
381,monitor,6.1,single,1,0.25
381,monitor,6.2,long,9,0.9
381,monitor,6.2,long-foil,1,0.1
383,monitor,1.1,related,2,1
383,monitor,1.1,prac,0,0
383,monitor,1.2,A-end,1,0.333333333
383,monitor,1.2,A-start,2,0.666666667
383,monitor,2.1,long,2,1
383,monitor,2.1,long-foil,0,0
383,monitor,2.2,short,4,1
383,monitor,2.2,short-foil,0,0
383,monitor,2.3,long-list,1,0.25
383,monitor,2.3,short-list,3,0.75
383,monitor,2.4,long-foil,1,0.25
383,monitor,2.4,short-foil,3,0.75
383,monitor,3.1,baseline,2,0.5
383,monitor,3.1,prac,2,0.5
383,monitor,3.2,related,2,1
383,monitor,3.2,baseline,0,0
383,monitor,3.3,baseline,2,1
383,monitor,3.3,related,0,0
383,monitor,4,single,6,1
383,monitor,4,single-foil,0,0
383,monitor,5,buffer,4,0.8
383,monitor,5,buffer-foil,1,0.2
383,monitor,6.1,long,1,0.25
383,monitor,6.1,single,3,0.75
383,monitor,6.2,long,8,0.8
383,monitor,6.2,long-foil,2,0.2
384,monitor,1.1,prac,1,0.5
384,monitor,1.1,related,1,0.5
384,monitor,1.2,A-end,2,0.666666667
384,monitor,1.2,A-start,1,0.333333333
384,monitor,2.1,long,1,0.5
384,monitor,2.1,long-foil,1,0.5
384,monitor,2.2,short,2,0.5
384,monitor,2.2,short-foil,2,0.5
384,monitor,2.3,long-list,2,0.5
384,monitor,2.3,short-list,2,0.5
384,monitor,2.4,long-foil,3,0.75
384,monitor,2.4,short-foil,1,0.25
384,monitor,3.1,prac,4,1
384,monitor,3.1,baseline,0,0
384,monitor,3.2,baseline,2,1
384,monitor,3.2,related,0,0
384,monitor,3.3,related,2,1
384,monitor,3.3,baseline,0,0
384,monitor,4,single,4,0.666666667
384,monitor,4,single-foil,2,0.333333333
384,monitor,5,buffer,5,1
384,monitor,5,buffer-foil,0,0
384,monitor,6.1,long,2,0.5
384,monitor,6.1,single,2,0.5
384,monitor,6.2,long,7,0.7
384,monitor,6.2,long-foil,3,0.3
386,monitor,1.1,prac,1,0.5
386,monitor,1.1,related,1,0.5
386,monitor,1.2,A-end,2,0.666666667
386,monitor,1.2,A-start,1,0.333333333
386,monitor,2.1,long,1,0.5
386,monitor,2.1,long-foil,1,0.5
386,monitor,2.2,short,4,1
386,monitor,2.2,short-foil,0,0
386,monitor,2.3,short-list,4,1
386,monitor,2.3,long-list,0,0
386,monitor,2.4,long-foil,3,0.75
386,monitor,2.4,short-foil,1,0.25
386,monitor,3.1,baseline,1,0.25
386,monitor,3.1,prac,3,0.75
386,monitor,3.2,baseline,1,0.5
386,monitor,3.2,related,1,0.5
386,monitor,3.3,baseline,1,0.5
386,monitor,3.3,related,1,0.5
386,monitor,4,single,6,1
386,monitor,4,single-foil,0,0
386,monitor,5,buffer,5,1
386,monitor,5,buffer-foil,0,0
386,monitor,6.1,single,4,1
386,monitor,6.1,long,0,0
386,monitor,6.2,long,8,0.8
386,monitor,6.2,long-foil,2,0.2
387,monitor,1.1,related,2,1
387,monitor,1.1,prac,0,0
387,monitor,1.2,A-end,1,0.333333333
387,monitor,1.2,A-start,2,0.666666667
387,monitor,2.1,long,1,0.5
387,monitor,2.1,long-foil,1,0.5
387,monitor,2.2,short,4,1
387,monitor,2.2,short-foil,0,0
387,monitor,2.3,long-list,2,0.5
387,monitor,2.3,short-list,2,0.5
387,monitor,2.4,long-foil,2,0.5
387,monitor,2.4,short-foil,2,0.5
387,monitor,3.1,baseline,2,0.5
387,monitor,3.1,prac,2,0.5
387,monitor,3.2,baseline,1,0.5
387,monitor,3.2,related,1,0.5
387,monitor,3.3,baseline,1,0.5
387,monitor,3.3,related,1,0.5
387,monitor,4,single,5,0.833333333
387,monitor,4,single-foil,1,0.166666667
387,monitor,5,buffer,3,0.6
387,monitor,5,buffer-foil,2,0.4
387,monitor,6.1,long,3,0.75
387,monitor,6.1,single,1,0.25
387,monitor,6.2,long,3,0.3
387,monitor,6.2,long-foil,7,0.7
388,monitor,1.1,prac,1,0.5
388,monitor,1.1,related,1,0.5
388,monitor,1.2,A-end,2,0.666666667
388,monitor,1.2,A-start,1,0.333333333
388,monitor,2.1,long,2,1
388,monitor,2.1,long-foil,0,0
388,monitor,2.2,short,4,1
388,monitor,2.2,short-foil,0,0
388,monitor,2.3,long-list,2,0.5
388,monitor,2.3,short-list,2,0.5
388,monitor,2.4,long-foil,3,0.75
388,monitor,2.4,short-foil,1,0.25
388,monitor,3.1,prac,4,1
388,monitor,3.1,baseline,0,0
388,monitor,3.2,baseline,2,1
388,monitor,3.2,related,0,0
388,monitor,3.3,baseline,2,1
388,monitor,3.3,related,0,0
388,monitor,4,single,6,1
388,monitor,4,single-foil,0,0
388,monitor,5,buffer,5,1
388,monitor,5,buffer-foil,0,0
388,monitor,6.1,long,2,0.5
388,monitor,6.1,single,2,0.5
388,monitor,6.2,long,10,1
388,monitor,6.2,long-foil,0,0
389,monitor,1.1,prac,1,0.5
389,monitor,1.1,related,1,0.5
389,monitor,1.2,A-end,1,0.333333333
389,monitor,1.2,A-start,2,0.666666667
389,monitor,2.1,long,1,0.5
389,monitor,2.1,long-foil,1,0.5
389,monitor,2.2,short,4,1
389,monitor,2.2,short-foil,0,0
389,monitor,2.3,long-list,3,0.75
389,monitor,2.3,short-list,1,0.25
389,monitor,2.4,long-foil,1,0.25
389,monitor,2.4,short-foil,3,0.75
389,monitor,3.1,baseline,1,0.25
389,monitor,3.1,prac,3,0.75
389,monitor,3.2,baseline,1,0.5
389,monitor,3.2,related,1,0.5
389,monitor,3.3,baseline,2,1
389,monitor,3.3,related,0,0
389,monitor,4,single,6,1
389,monitor,4,single-foil,0,0
389,monitor,5,buffer,4,0.8
389,monitor,5,buffer-foil,1,0.2
389,monitor,6.1,single,4,1
389,monitor,6.1,long,0,0
389,monitor,6.2,long,8,0.8
389,monitor,6.2,long-foil,2,0.2
390,monitor,1.1,prac,2,1
390,monitor,1.1,related,0,0
390,monitor,1.2,A-end,1,0.333333333
390,monitor,1.2,A-start,2,0.666666667
390,monitor,2.1,long,2,1
390,monitor,2.1,long-foil,0,0
390,monitor,2.2,short,4,1
390,monitor,2.2,short-foil,0,0
390,monitor,2.3,long-list,2,0.5
390,monitor,2.3,short-list,2,0.5
390,monitor,2.4,long-foil,4,1
390,monitor,2.4,short-foil,0,0
390,monitor,3.1,baseline,1,0.25
390,monitor,3.1,prac,3,0.75
390,monitor,3.2,baseline,2,1
390,monitor,3.2,related,0,0
390,monitor,3.3,baseline,1,0.5
390,monitor,3.3,related,1,0.5
390,monitor,4,single,6,1
390,monitor,4,single-foil,0,0
390,monitor,5,buffer,3,0.6
390,monitor,5,buffer-foil,2,0.4
390,monitor,6.1,single,4,1
390,monitor,6.1,long,0,0
390,monitor,6.2,long,9,0.9
390,monitor,6.2,long-foil,1,0.1
391,monitor,1.1,prac,2,1
391,monitor,1.1,related,0,0
391,monitor,1.2,A-end,2,0.666666667
391,monitor,1.2,A-start,1,0.333333333
391,monitor,2.1,long,1,0.5
391,monitor,2.1,long-foil,1,0.5
391,monitor,2.2,short,4,1
391,monitor,2.2,short-foil,0,0
391,monitor,2.3,long-list,3,0.75
391,monitor,2.3,short-list,1,0.25
391,monitor,2.4,long-foil,1,0.25
391,monitor,2.4,short-foil,3,0.75
391,monitor,3.1,baseline,2,0.5
391,monitor,3.1,prac,2,0.5
391,monitor,3.2,related,2,1
391,monitor,3.2,baseline,0,0
391,monitor,3.3,baseline,2,1
391,monitor,3.3,related,0,0
391,monitor,4,single,3,0.5
391,monitor,4,single-foil,3,0.5
391,monitor,5,buffer,4,0.8
391,monitor,5,buffer-foil,1,0.2
391,monitor,6.1,long,1,0.25
391,monitor,6.1,single,3,0.75
391,monitor,6.2,long,8,0.8
391,monitor,6.2,long-foil,2,0.2
392,monitor,1.1,prac,1,0.5
392,monitor,1.1,related,1,0.5
392,monitor,1.2,A-end,2,0.666666667
392,monitor,1.2,A-start,1,0.333333333
392,monitor,2.1,long,2,1
392,monitor,2.1,long-foil,0,0
392,monitor,2.2,short,3,0.75
392,monitor,2.2,short-foil,1,0.25
392,monitor,2.3,long-list,2,0.5
392,monitor,2.3,short-list,2,0.5
392,monitor,2.4,long-foil,1,0.25
392,monitor,2.4,short-foil,3,0.75
392,monitor,3.1,baseline,1,0.25
392,monitor,3.1,prac,3,0.75
392,monitor,3.2,related,2,1
392,monitor,3.2,baseline,0,0
392,monitor,3.3,related,2,1
392,monitor,3.3,baseline,0,0
392,monitor,4,single,3,0.5
392,monitor,4,single-foil,3,0.5
392,monitor,5,buffer,3,0.6
392,monitor,5,buffer-foil,2,0.4
392,monitor,6.1,long,3,0.75
392,monitor,6.1,single,1,0.25
392,monitor,6.2,long,7,0.7
392,monitor,6.2,long-foil,3,0.3
393,monitor,1.1,prac,1,0.5
393,monitor,1.1,related,1,0.5
393,monitor,1.2,A-end,1,0.333333333
393,monitor,1.2,A-start,2,0.666666667
393,monitor,2.1,long,2,1
393,monitor,2.1,long-foil,0,0
393,monitor,2.2,short,2,0.5
393,monitor,2.2,short-foil,2,0.5
393,monitor,2.3,long-list,3,0.75
393,monitor,2.3,short-list,1,0.25
393,monitor,2.4,long-foil,2,0.5
393,monitor,2.4,short-foil,2,0.5
393,monitor,3.1,baseline,3,0.75
393,monitor,3.1,prac,1,0.25
393,monitor,3.2,baseline,1,0.5
393,monitor,3.2,related,1,0.5
393,monitor,3.3,related,2,1
393,monitor,3.3,baseline,0,0
393,monitor,4,single,5,0.833333333
393,monitor,4,single-foil,1,0.166666667
393,monitor,5,buffer,3,0.6
393,monitor,5,buffer-foil,2,0.4
393,monitor,6.1,long,1,0.25
393,monitor,6.1,single,3,0.75
393,monitor,6.2,long,4,0.4
393,monitor,6.2,long-foil,6,0.6
395,monitor,1.1,prac,2,1
395,monitor,1.1,related,0,0
395,monitor,1.2,A-start,3,1
395,monitor,1.2,A-end,0,0
395,monitor,2.1,long,1,0.5
395,monitor,2.1,long-foil,1,0.5
395,monitor,2.2,short,3,0.75
395,monitor,2.2,short-foil,1,0.25
395,monitor,2.3,long-list,2,0.5
395,monitor,2.3,short-list,2,0.5
395,monitor,2.4,short-foil,4,1
395,monitor,2.4,long-foil,0,0
395,monitor,3.1,baseline,1,0.25
395,monitor,3.1,prac,3,0.75
395,monitor,3.2,baseline,1,0.5
395,monitor,3.2,related,1,0.5
395,monitor,3.3,baseline,1,0.5
395,monitor,3.3,related,1,0.5
395,monitor,4,single,5,0.833333333
395,monitor,4,single-foil,1,0.166666667
395,monitor,5,buffer,4,0.8
395,monitor,5,buffer-foil,1,0.2
395,monitor,6.1,long,3,0.75
395,monitor,6.1,single,1,0.25
395,monitor,6.2,long,6,0.6
395,monitor,6.2,long-foil,4,0.4
396,monitor,1.1,prac,1,0.5
396,monitor,1.1,related,1,0.5
396,monitor,1.2,A-end,1,0.333333333
396,monitor,1.2,A-start,2,0.666666667
396,monitor,2.1,long,1,0.5
396,monitor,2.1,long-foil,1,0.5
396,monitor,2.2,short,2,0.5
396,monitor,2.2,short-foil,2,0.5
396,monitor,2.3,long-list,3,0.75
396,monitor,2.3,short-list,1,0.25
396,monitor,2.4,long-foil,2,0.5
396,monitor,2.4,short-foil,2,0.5
396,monitor,3.1,baseline,1,0.25
396,monitor,3.1,prac,3,0.75
396,monitor,3.2,related,2,1
396,monitor,3.2,baseline,0,0
396,monitor,3.3,related,2,1
396,monitor,3.3,baseline,0,0
396,monitor,4,single,5,0.833333333
396,monitor,4,single-foil,1,0.166666667
396,monitor,5,buffer,3,0.6
396,monitor,5,buffer-foil,2,0.4
396,monitor,6.1,single,4,1
396,monitor,6.1,long,0,0
396,monitor,6.2,long,6,0.6
396,monitor,6.2,long-foil,4,0.4
397,monitor,1.1,prac,1,0.5
397,monitor,1.1,related,1,0.5
397,monitor,1.2,A-end,2,0.666666667
397,monitor,1.2,A-start,1,0.333333333
397,monitor,2.1,long,1,0.5
397,monitor,2.1,long-foil,1,0.5
397,monitor,2.2,short,4,1
397,monitor,2.2,short-foil,0,0
397,monitor,2.3,short-list,4,1
397,monitor,2.3,long-list,0,0
397,monitor,2.4,long-foil,2,0.5
397,monitor,2.4,short-foil,2,0.5
397,monitor,3.1,baseline,1,0.25
397,monitor,3.1,prac,3,0.75
397,monitor,3.2,related,2,1
397,monitor,3.2,baseline,0,0
397,monitor,3.3,baseline,1,0.5
397,monitor,3.3,related,1,0.5
397,monitor,4,single,5,0.833333333
397,monitor,4,single-foil,1,0.166666667
397,monitor,5,buffer,5,1
397,monitor,5,buffer-foil,0,0
397,monitor,6.1,long,2,0.5
397,monitor,6.1,single,2,0.5
397,monitor,6.2,long,9,0.9
397,monitor,6.2,long-foil,1,0.1
399,monitor,1.1,prac,2,1
399,monitor,1.1,related,0,0
399,monitor,1.2,A-end,2,0.666666667
399,monitor,1.2,A-start,1,0.333333333
399,monitor,2.1,long,2,1
399,monitor,2.1,long-foil,0,0
399,monitor,2.2,short,4,1
399,monitor,2.2,short-foil,0,0
399,monitor,2.3,long-list,2,0.5
399,monitor,2.3,short-list,2,0.5
399,monitor,2.4,long-foil,2,0.5
399,monitor,2.4,short-foil,2,0.5
399,monitor,3.1,baseline,1,0.25
399,monitor,3.1,prac,3,0.75
399,monitor,3.2,baseline,1,0.5
399,monitor,3.2,related,1,0.5
399,monitor,3.3,baseline,1,0.5
399,monitor,3.3,related,1,0.5
399,monitor,4,single,5,0.833333333
399,monitor,4,single-foil,1,0.166666667
399,monitor,5,buffer,4,0.8
399,monitor,5,buffer-foil,1,0.2
399,monitor,6.1,long,2,0.5
399,monitor,6.1,single,2,0.5
399,monitor,6.2,long,10,1
399,monitor,6.2,long-foil,0,0
400,monitor,1.1,prac,1,0.5
400,monitor,1.1,related,1,0.5
400,monitor,1.2,A-start,3,1
400,monitor,1.2,A-end,0,0
400,monitor,2.1,long,1,0.5
400,monitor,2.1,long-foil,1,0.5
400,monitor,2.2,short,2,0.5
400,monitor,2.2,short-foil,2,0.5
400,monitor,2.3,long-list,3,0.75
400,monitor,2.3,short-list,1,0.25
400,monitor,2.4,long-foil,2,0.5
400,monitor,2.4,short-foil,2,0.5
400,monitor,3.1,baseline,1,0.25
400,monitor,3.1,prac,3,0.75
400,monitor,3.2,related,2,1
400,monitor,3.2,baseline,0,0
400,monitor,3.3,baseline,1,0.5
400,monitor,3.3,related,1,0.5
400,monitor,4,single,5,0.833333333
400,monitor,4,single-foil,1,0.166666667
400,monitor,5,buffer,3,0.6
400,monitor,5,buffer-foil,2,0.4
400,monitor,6.1,long,2,0.5
400,monitor,6.1,single,2,0.5
400,monitor,6.2,long,6,0.6
400,monitor,6.2,long-foil,4,0.4
401,monitor,1.1,prac,2,1
401,monitor,1.1,related,0,0
401,monitor,1.2,A-end,1,0.333333333
401,monitor,1.2,A-start,2,0.666666667
401,monitor,2.1,long,2,1
401,monitor,2.1,long-foil,0,0
401,monitor,2.2,short,2,0.5
401,monitor,2.2,short-foil,2,0.5
401,monitor,2.3,long-list,2,0.5
401,monitor,2.3,short-list,2,0.5
401,monitor,2.4,long-foil,1,0.25
401,monitor,2.4,short-foil,3,0.75
401,monitor,3.1,prac,4,1
401,monitor,3.1,baseline,0,0
401,monitor,3.2,related,2,1
401,monitor,3.2,baseline,0,0
401,monitor,3.3,baseline,2,1
401,monitor,3.3,related,0,0
401,monitor,4,single,6,1
401,monitor,4,single-foil,0,0
401,monitor,5,buffer,3,0.6
401,monitor,5,buffer-foil,2,0.4
401,monitor,6.1,long,1,0.25
401,monitor,6.1,single,3,0.75
401,monitor,6.2,long,5,0.5
401,monitor,6.2,long-foil,5,0.5
402,monitor,1.1,prac,2,1
402,monitor,1.1,related,0,0
402,monitor,1.2,A-end,2,0.666666667
402,monitor,1.2,A-start,1,0.333333333
402,monitor,2.1,long,2,1
402,monitor,2.1,long-foil,0,0
402,monitor,2.2,short,2,0.5
402,monitor,2.2,short-foil,2,0.5
402,monitor,2.3,short-list,4,1
402,monitor,2.3,long-list,0,0
402,monitor,2.4,long-foil,4,1
402,monitor,2.4,short-foil,0,0
402,monitor,3.1,prac,4,1
402,monitor,3.1,baseline,0,0
402,monitor,3.2,related,2,1
402,monitor,3.2,baseline,0,0
402,monitor,3.3,baseline,2,1
402,monitor,3.3,related,0,0
402,monitor,4,single,5,0.833333333
402,monitor,4,single-foil,1,0.166666667
402,monitor,5,buffer,4,0.8
402,monitor,5,buffer-foil,1,0.2
402,monitor,6.1,single,4,1
402,monitor,6.1,long,0,0
402,monitor,6.2,long,9,0.9
402,monitor,6.2,long-foil,1,0.1
403,monitor,1.1,prac,1,0.5
403,monitor,1.1,related,1,0.5
403,monitor,1.2,A-end,1,0.333333333
403,monitor,1.2,A-start,2,0.666666667
403,monitor,2.1,long,2,1
403,monitor,2.1,long-foil,0,0
403,monitor,2.2,short,3,0.75
403,monitor,2.2,short-foil,1,0.25
403,monitor,2.3,long-list,1,0.25
403,monitor,2.3,short-list,3,0.75
403,monitor,2.4,long-foil,3,0.75
403,monitor,2.4,short-foil,1,0.25
403,monitor,3.1,baseline,1,0.25
403,monitor,3.1,prac,3,0.75
403,monitor,3.2,baseline,1,0.5
403,monitor,3.2,related,1,0.5
403,monitor,3.3,baseline,1,0.5
403,monitor,3.3,related,1,0.5
403,monitor,4,single,6,1
403,monitor,4,single-foil,0,0
403,monitor,5,buffer,4,0.8
403,monitor,5,buffer-foil,1,0.2
403,monitor,6.1,long,1,0.25
403,monitor,6.1,single,3,0.75
403,monitor,6.2,long,6,0.6
403,monitor,6.2,long-foil,4,0.4
404,monitor,1.1,prac,2,1
404,monitor,1.1,related,0,0
404,monitor,1.2,A-end,3,1
404,monitor,1.2,A-start,0,0
404,monitor,2.1,long,2,1
404,monitor,2.1,long-foil,0,0
404,monitor,2.2,short,4,1
404,monitor,2.2,short-foil,0,0
404,monitor,2.3,long-list,1,0.25
404,monitor,2.3,short-list,3,0.75
404,monitor,2.4,long-foil,2,0.5
404,monitor,2.4,short-foil,2,0.5
404,monitor,3.1,baseline,1,0.25
404,monitor,3.1,prac,3,0.75
404,monitor,3.2,baseline,1,0.5
404,monitor,3.2,related,1,0.5
404,monitor,3.3,baseline,1,0.5
404,monitor,3.3,related,1,0.5
404,monitor,4,single,3,0.5
404,monitor,4,single-foil,3,0.5
404,monitor,5,buffer,3,0.6
404,monitor,5,buffer-foil,2,0.4
404,monitor,6.1,long,2,0.5
404,monitor,6.1,single,2,0.5
404,monitor,6.2,long,9,0.9
404,monitor,6.2,long-foil,1,0.1
406,monitor,1.1,related,2,1
406,monitor,1.1,prac,0,0
406,monitor,1.2,A-end,2,0.666666667
406,monitor,1.2,A-start,1,0.333333333
406,monitor,2.1,long,1,0.5
406,monitor,2.1,long-foil,1,0.5
406,monitor,2.2,short,4,1
406,monitor,2.2,short-foil,0,0
406,monitor,2.3,long-list,1,0.25
406,monitor,2.3,short-list,3,0.75
406,monitor,2.4,long-foil,2,0.5
406,monitor,2.4,short-foil,2,0.5
406,monitor,3.1,baseline,1,0.25
406,monitor,3.1,prac,3,0.75
406,monitor,3.2,baseline,1,0.5
406,monitor,3.2,related,1,0.5
406,monitor,3.3,baseline,1,0.5
406,monitor,3.3,related,1,0.5
406,monitor,4,single,6,1
406,monitor,4,single-foil,0,0
406,monitor,5,buffer,3,0.6
406,monitor,5,buffer-foil,2,0.4
406,monitor,6.1,long,1,0.25
406,monitor,6.1,single,3,0.75
406,monitor,6.2,long,6,0.6
406,monitor,6.2,long-foil,4,0.4
407,monitor,1.1,prac,2,1
407,monitor,1.1,related,0,0
407,monitor,1.2,A-end,1,0.333333333
407,monitor,1.2,A-start,2,0.666666667
407,monitor,2.1,long-foil,2,1
407,monitor,2.1,long,0,0
407,monitor,2.2,short,4,1
407,monitor,2.2,short-foil,0,0
407,monitor,2.3,long-list,1,0.25
407,monitor,2.3,short-list,3,0.75
407,monitor,2.4,long-foil,2,0.5
407,monitor,2.4,short-foil,2,0.5
407,monitor,3.1,prac,4,1
407,monitor,3.1,baseline,0,0
407,monitor,3.2,related,2,1
407,monitor,3.2,baseline,0,0
407,monitor,3.3,baseline,1,0.5
407,monitor,3.3,related,1,0.5
407,monitor,4,single,4,0.666666667
407,monitor,4,single-foil,2,0.333333333
407,monitor,5,buffer,4,0.8
407,monitor,5,buffer-foil,1,0.2
407,monitor,6.1,long,1,0.25
407,monitor,6.1,single,3,0.75
407,monitor,6.2,long,7,0.7
407,monitor,6.2,long-foil,3,0.3
408,monitor,1.1,prac,2,1
408,monitor,1.1,related,0,0
408,monitor,1.2,A-end,2,0.666666667
408,monitor,1.2,A-start,1,0.333333333
408,monitor,2.1,long,1,0.5
408,monitor,2.1,long-foil,1,0.5
408,monitor,2.2,short,4,1
408,monitor,2.2,short-foil,0,0
408,monitor,2.3,long-list,2,0.5
408,monitor,2.3,short-list,2,0.5
408,monitor,2.4,long-foil,1,0.25
408,monitor,2.4,short-foil,3,0.75
408,monitor,3.1,baseline,1,0.25
408,monitor,3.1,prac,3,0.75
408,monitor,3.2,baseline,2,1
408,monitor,3.2,related,0,0
408,monitor,3.3,baseline,2,1
408,monitor,3.3,related,0,0
408,monitor,4,single,6,1
408,monitor,4,single-foil,0,0
408,monitor,5,buffer,5,1
408,monitor,5,buffer-foil,0,0
408,monitor,6.1,single,4,1
408,monitor,6.1,long,0,0
408,monitor,6.2,long,10,1
408,monitor,6.2,long-foil,0,0
410,monitor,1.1,prac,2,1
410,monitor,1.1,related,0,0
410,monitor,1.2,A-end,2,0.666666667
410,monitor,1.2,A-start,1,0.333333333
410,monitor,2.1,long,2,1
410,monitor,2.1,long-foil,0,0
410,monitor,2.2,short,4,1
410,monitor,2.2,short-foil,0,0
410,monitor,2.3,short-list,4,1
410,monitor,2.3,long-list,0,0
410,monitor,2.4,long-foil,4,1
410,monitor,2.4,short-foil,0,0
410,monitor,3.1,prac,4,1
410,monitor,3.1,baseline,0,0
410,monitor,3.2,baseline,1,0.5
410,monitor,3.2,related,1,0.5
410,monitor,3.3,baseline,2,1
410,monitor,3.3,related,0,0
410,monitor,4,single,6,1
410,monitor,4,single-foil,0,0
410,monitor,5,buffer,5,1
410,monitor,5,buffer-foil,0,0
410,monitor,6.1,long,1,0.25
410,monitor,6.1,single,3,0.75
410,monitor,6.2,long,9,0.9
410,monitor,6.2,long-foil,1,0.1
411,monitor,1.1,prac,2,1
411,monitor,1.1,related,0,0
411,monitor,1.2,A-end,2,0.666666667
411,monitor,1.2,A-start,1,0.333333333
411,monitor,2.1,long,2,1
411,monitor,2.1,long-foil,0,0
411,monitor,2.2,short,3,0.75
411,monitor,2.2,short-foil,1,0.25
411,monitor,2.3,long-list,2,0.5
411,monitor,2.3,short-list,2,0.5
411,monitor,2.4,long-foil,4,1
411,monitor,2.4,short-foil,0,0
411,monitor,3.1,baseline,1,0.25
411,monitor,3.1,prac,3,0.75
411,monitor,3.2,related,2,1
411,monitor,3.2,baseline,0,0
411,monitor,3.3,related,2,1
411,monitor,3.3,baseline,0,0
411,monitor,4,single,6,1
411,monitor,4,single-foil,0,0
411,monitor,5,buffer,5,1
411,monitor,5,buffer-foil,0,0
411,monitor,6.1,long,2,0.5
411,monitor,6.1,single,2,0.5
411,monitor,6.2,long,7,0.7
411,monitor,6.2,long-foil,3,0.3
